"Parentage"	"ProductName "	"Description "	"ItemType"	"image_link "	"Length"	"TotalMetalWeight "	"TotalDiamondWeight "	"gemstonecarat"	"MetalType "	"MetalStamp "	"SettingType "	"MSRP "	"ItemPrice "
"ER1108"	"14K White Gold Diamond Cluster Stud Earrings 1.00 Ctw"	"These elegant unisex cluster diamond stud earrings are crafted in highly gleaming 14K White Gold. The center of each earring features seven round cut diamonds which are H in color and SI2/SI3 in clarity. Each earring securely locks with a screw back closure and measures 1/4 Inches in length and width. Weighing approximately 1.75 grams, these lovely unisex diamond earring studs are ideal for an every day casual wear."	"Diamond Earring"	"/e/r/er1108-1.jpg"	"1/4 Inches (6.2 mm)"	"1.0000"	"1.00 Ctw"	""	"White"	"14K Gold"	"Prong "	"1269.0000"	"424.0000"
"ER3348"	"14K White Gold Womens Diamond Cross Huggie Earrings 0.02 Ctw"	"These small womens diamond cross huggie earrings are crafted in highly gleaming 14K White Gold. The center of each earring features one cross with one small round cut diamond prong in the center. The frame of each earring measures to 5/16 Inches in length and 1/4 Inches in width. Weighing approximately 1.95 grams, these lovely womens diamond cross earrings are ideal for an every day casual wear."	"Diamond Earring"	"/e/r/er3348-1.jpg"	"5/16 Inches (8 mm)"	"1.0000"	"0.02 Ctw"	""	"White"	"14K Gold"	"Prong "	"278.0000"	"179.0000"
"ER3372"	"14K White Gold Womens Diamond Dolphin Huggie Earrings 0.02 Ctw"	"These lovely womens diamond dolphin huggie earrings are crafted in highly gleaming 14K White Gold. The center of each earring is prong set with one small round cut diamond which is I1/I2 in clarity and H in color. Each earring measures to 1/4 Inches in length and 1/8 Inches in width. Weighing approximately 1.6 grams, these small womens diamond earrings are ideal for an every day casual wear."	"Diamond Earring"	"/e/r/er3372-1.jpg"	"1/4 Inches (6 mm)"	"1.0000"	"0.02 Ctw"	""	"White"	"14K Gold"	"Prong"	"236.0000"	"169.0000"
"ER2198T28"	"14K White Gold Diamond Stud Earrings with Blue and Red Diamonds 0.33 Ctw"	"These elegant unisex diamond earring studs are highlighted with brilliant blue and red round cut diamonds which total to 0.33 carats. The frame is crafted in 14K White Gold and measures to 1/2 Inches in length and width. Securely locking with a screw back closure, these finely detailed unisex diamond earring studs are ideal for an every day fashion wear."	"Diamond Earring"	"/e/r/er2198t28-1.jpg"	"1/2 Inches (13 mm)"	"1.0000"	"0.33 Ctw"	""	"White"	"14K Gold"	"Micro Pave "	"737.0000"	"269.0000"
"ER1860L"	"14K White Gold Diamond Stud Earrings 0.13 Ctw"	"These finely detailed unisex diamond stud earrings are crafted in highly gleaming 14K White Gold. The center features New York Yankees logo which is outlined with brilliant small round cut diamonds that weigh a total of 0.13 carats. The frame measures to 3/8 Inches in length and width and weighs approximately 1.8 grams. Securely locking with a screw back closure, these lovely unisex diamond earring studs are ideal for a casual fashion wear."	"Diamond Earring"	"/e/r/er1860l-1.jpg"	"3/8 Inches (9 mm)"	"1.0000"	"0.13 Ctw"	""	"White"	"14K Gold"	"Pave"	"350.0000"	"199.0000"
"ER2211T4"	"14K White Gold Yellow Diamond Stud Earrings 0.25 Ctw"	"These finely detailed unisex diamond stud earrings are crafted in 14K White Gold. The center is adorned with small yellow round cut diamonds which total to 0.25 carats. The frame measures to 3/8 Inches in length and width and securely locks with a screw back closure. Weighing approximately 1.8 grams, these elegant unisex diamond earring studs are ideal for an every day fashion wear."	"Diamond Earring"	"/e/r/er2211-2_1.jpg"	"3/8 Inches (9 mm)"	"1.0000"	"0.25 Ctw"	""	"White"	"14K Gold"	"Micro Pave "	"483.0000"	"219.0000"
"ER1979"	"14K White Gold Womens Diamond Square Hoop Earrings 0.33 Ctw"	"These uniquely designed womens diamond earrings are adorned with numerous small round cut diamonds which total to 0.33 carats. The frame is crafted in 14K White Gold and measures to 5/8 Inches in length and 3/16 Inches in width. Weighing approximately 4.2 grams, these lovely womens diamond earrings are ideal for an every day casual wear."	"Diamond Earring"	"/e/r/er1979-1.jpg"	"5/8 Inches (15 mm)"	"1.0000"	"0.33 Ctw"	""	"White"	"14K Gold"	"Micro Pave "	"906.0000"	"304.0000"
"ER2233T7"	"10K White Gold Multi Color Diamond Stud Earrings 0.28 Ctw"	"These uniquely designed unisex diamond stud earrings are crafted in 10K White Gold. The center is adorned with numerous small yellow, blue and black diamonds which total to 0.28 carats. The frame measures to 1/2 Inches in length and width and weighs approximately 2.1 grams. These exquisite unisex diamond earring studs are ideal for an every day casual wear."	"Diamond Earring"	"/E/R/ER2233T7-2.jpg"	"1/2 Inches (12 mm)"	"1.0000"	"0.28 Ctw"	""	"White"	"10K Gold"	"Micro Pave "	"477.0000"	"219.0000"
"EFANC1163"	"14K White Gold Mens Diamond Skull Stud Earrings 0.16 Ctw"	"These uniquely designed mens diamond skull stud earrings are crafted in 14K White Gold. The frame is outlined with small round cut diamonds which total to 0.16 carats. The frame measures to 3/8 Inches in length and 1/2 Inches in width. Weighing approximately 2 grams, these mens diamond skull earrings securely lock with a screw back closure."	"Diamond Earring"	"/E/F/EFANC1163-2.jpg"	"3/8 Inches (9 mm)"	"1.0000"	"0.16 Ctw"	""	"White"	"14K Gold"	"Micro Pave "	"669.0000"	"259.0000"
"ER3016"	"14K White Gold Womens Diamond Heart Stud Earrings 0.04 Ctw"	"These elegant womens diamond heart earring studs are crafted in 14K White Gold. Each earring is prong set with one small round cut diamond which weighs 0.02 carats each. The frame measures to 3/8 Inches in length and width and securely locks with a screw back closure. Weighing approximately 1.2 grams, these lovely womens diamond heart earring stud are ideal for an every day casual wear."	"Diamond Earring"	"/E/R/ER3016-2.jpg"	"3/8 Inches (9 mm)"	"1.0000"	"0.04 Ctw"	""	"White"	"14K Gold"	"Prong"	"424.0000"	"214.0000"
"ER3384"	"14K Yellow Gold Womens Diamond Star Stud Earrings 0.16 Ctw"	"These small womens diamond star earring studs are adorned with numerous small round cut diamonds which are SI2/SI3 in clarity and H in color. The frame is crafted in 14K Yellow Gold and measures to 3/8 Inches in length and width. Securely locking with a screw back closure these lovely womens diamond start earring studs are ideal for an every day casual wear."	"Diamond Earring"	"/E/R/ER3384-2.jpg"	"3/8 Inches (9 mm)"	"1.0000"	"0.16 Ctw"	""	"Yellow"	"14K Gold"	"Micro Pave "	"314.0000"	"189.0000"
"ER3657T1"	"14K White Gold Mens Diamond Cross Stud Earrings with Yellow and Blue Diamonds 0.60 Ctw"	"These uniquely designed mens diamond cross stud earrings are crafted in 14K White Gold. The center is adorned with brilliant blue, yellow and natural white round cut diamonds which total to 0.60 carats. The frame measures to 5/8 inches in length and 1/2 inches in width and weighs approximately 2.2 grams. Securely locking with a screw back closure, these exquisite mens diamond cross earring studs are ideal for special night out."	"Diamond Earring"	"/E/R/ER3657T1-2.jpg"	"5/8 Inches (16 mm)"	"1.0000"	"0.60 Ctw"	""	"White"	"14K Gold"	"Micro Pave "	"876.0000"	"299.0000"
"ER2193T1"	"14K White Gold Diamond Stud Earrings with Blue Diamonds 0.75 Ctw"	"These exquisite unisex diamond stud earrings are crafted in 14K White Gold. The center is adorned with white and blue round cut diamonds which total to 0.75 carats. The frame measures to 1/2 Inches in length and width and they both weigh a total of 4 grams. Securely locking with a screw back closure, these one of a kind unisex diamond earring studs are ideal for an every day casual or special wear."	"Diamond Earring"	"/E/R/ER2193T1-2.jpg"	"1/2 Inches (12 mm)"	"1.0000"	"0.75 Ctw "	""	"White"	"14K Gold"	"Micro Pave "	"1214.0000"	"409.0000"
"ER3448"	"14K White Gold Womens Diamond Star Stud Earrings 0.50 Ctw"	"These lovely womens diamond star earring studs are crafted in highly gleaming 14K White Gold. The center is adorned with small round cut diamonds which total to 0.50 carats. The frame measures to 1/2 Inches in length and width and they both weigh approximately 2.3 grams. Securely locking with a screw back closure, these finely detailed womens diamond star earring studs are ideal for an every day casual wear."	"Diamond Earring"	"/E/R/ER3448-2.jpg"	"1/2 Inches (12 mm)"	"1.0000"	"0.50 Ctw"	""	"White"	"14K Gold"	"Micro Pave "	"743.0000"	"279.0000"
"ER3384A"	"14K White Gold Womens Diamond Star Stud Earrings 0.16 Ctw"	"These small womens diamond star earring studs are adorned with numerous small round cut diamonds which are SI2/SI3 in clarity and H in color. The frame is crafted in 14K White Gold and measures to 3/8 Inches in length and width. Securely locking with a screw back closure these lovely womens diamond start earring studs are ideal for an every day casual wear."	"Diamond Earring"	"/e/r/er3384a-1.jpg"	"3/8 Inches (9 mm)"	"1.0000"	"0.16 Ctw"	""	"White"	"14K Gold"	"Micro Pave "	"314.0000"	"189.0000"
"VE01139A"	"10K White Gold Diamond Stud Earrings 0.35 Ctw"	"These elegant unisex diamond stud earrings are crafted in highly gleaming 10K White Gold. The square center piece of each earring is set with numerous small round cut diamonds which are SI2/SI3 in clarity and H in color. The frame measures 3/8 Inches in length and width and securely locks with a screw back closure. Weighing approximately 2.5 grams, these lovely unisex diamond earring studs are ideal for an every day casual wear."	"Diamond Earring"	"/s/v/sve01139A-1_1.jpg"	"3/8 Inches (9 mm)"	"1.0000"	"0.35 Ctw"	""	"White"	"10K Gold"	"Micro Pave"	"600.0000"	"200.0000"
"VE01139"	"10K Yellow Gold Diamond Stud Earrings 0.35 Ctw"	"These elegant unisex diamond stud earrings are crafted in highly gleaming 10K Yellow Gold. The square center piece of each earring is set with numerous small round cut diamonds which are SI2/SI3 in clarity and H in color. The frame measures 3/8 Inches in length and width and securely locks with a screw back closure. Weighing approximately 2.5 grams, these lovely unisex diamond earring studs are ideal for an every day casual wear."	"Diamond Earring"	"/v/e/ve01139-1.jpg"	"3/8 Inches (9 mm)"	"1.0000"	"0.35 Ctw"	""	"Yellow"	"10K Gold"	"Micro Pave"	"600.0000"	"200.0000"
"VE01152A"	"10K White Gold Diamond Stud Earrings 0.33 Ctw"	"These elegant unisex diamond stud earrings are pave set with numerous small round cut diamonds which are H in color and SI2/SI3 in clarity. The frame measures to 3/8 Inches in length and width and is crafted in 10K White Gold. Weighing approximately 1.9 grams, these lovely unisex diamond earring studs are ideal for an every day casual wear."	"Diamond Earring"	"/v/e/ve01152a-1.jpg"	"3/8 Inches (8.5 mm)"	"1.0000"	"0.33 Ctw"	""	"White"	"10K Gold"	"Micro Pave "	"500.0000"	"167.0000"
"VE01152"	"10K Yellow Gold Diamond Stud Earrings 0.33 Ctw"	"These elegant unisex diamond stud earrings are pave set with numerous small round cut diamonds which are H in color and SI2/SI3 in clarity. The frame measures to 3/8 Inches in length and width and is crafted in 10K Yellow Gold. Weighing approximately 1.9 grams, these lovely unisex diamond earring studs are ideal for an every day casual wear."	"Diamond Earring"	"/v/e/ve01152-1.jpg"	"3/8 Inches (8.5 mm)"	"1.0000"	"0.33 Ctw"	""	"Yellow"	"10K Gold"	"Micro Pave "	"500.0000"	"167.0000"
"VE01142A"	"10K White Gold Diamond Stud Earrings 0.45 Ctw"	"These finely detailed unisex diamond stud earrings are adorned with numerous small round cut diamonds which are H in color and SI2/SI3 in clarity. The square center frame measures to 7/16 Inches in length and width and is crafted in 10K White Gold. Weighing approximately 3.5 grams, these lovely unisex diamond earring studs are ideal for an every day casual or special wear."	"Diamond Earring"	"/v/e/ve01142a-1.jpg"	"7/16 Inches (11.2 mm)"	"1.0000"	"0.45 Ctw"	""	"White"	"10K Gold"	"Micro Pave "	"795.0000"	"265.0000"
"VE01142"	"10K Yellow Gold Diamond Stud Earrings 0.45 Ctw"	"These finely detailed unisex diamond stud earring are adorned with numerous small round cut diamonds which are H in color and SI2/SI3 in clarity. The square center frame measures to 7/16 Inches in length and width and is crafted in 10K Yellow Gold. Weighing approximately 3.5 grams, these lovely unisex diamond earring studs are ideal for an every day casual or special wear."	"Diamond Earring"	"/v/e/ve01142-1.jpg"	"7/16 Inches (11.2 mm)"	"1.0000"	"0.45 Ctw"	""	"Yellow"	"10K Gold"	"Micro Pave "	"795.0000"	"265.0000"
"VE01502A"	"10K White Gold Diamond Stud Earrings 0.47 Ctw"	"These finely detailed unisex diamond stud earrings are adorned with numerous small round cut diamonds which are H in color and SI2/SI3 in clarity. The square center frame measures to 1/2 Inches in length and width and is crafted in 10K White Gold. Weighing approximately 3.5 grams, these lovely unisex diamond earring studs are ideal for an every day casual or special wear."	"Diamond Earring"	"/v/e/ve01502a-1.jpg"	"1/2 Inches (12 mm)"	"1.0000"	"0.47 Ctw"	""	"White"	"10K Gold"	"Micro Pave "	"1095.0000"	"365.0000"
"VE01502"	"10K Yellow Gold Diamond Stud Earrings 0.47 Ctw"	"These finely detailed unisex diamond stud earrings are adorned with numerous small round cut diamonds which are H in color and SI2/SI3 in clarity. The square center frame measures to 1/2 Inches in length and width and is crafted in 10K Yellow Gold. Weighing approximately 3.5 grams, these lovely unisex diamond earring studs are ideal for an every day casual or special wear."	"Diamond Earring"	"/v/e/ve01502-1.jpg"	"1/2 Inches (12 mm)"	"1.0000"	"0.47 Ctw"	""	"Yellow"	"10K Gold"	"Micro Pave "	"845.0000"	"282.0000"
"VE01547"	"10K Yellow Gold Womens Diamond Hoop Earrings 0.35 Ctw"	"These womens diamond hoop earrings are crafted in 10k Yellow Gold and weigh approximately 4 grams. The center is adorned with numerous small round cut diamonds which are H in color and SI2/SI3 in clarity. The frame measures to 3/4 Inches in length and 1/8 Inches in width. These elegant womens diamond hoop earrings are ideal for an every day casual wear."	"Diamond Earring"	"/v/e/ve01547-1.jpg"	"3/4 Inches (19 mm)"	"1.0000"	"0.35 Ctw"	""	"Yellow"	"10K Gold"	"Micro Pave "	"1250.0000"	"417.0000"
"VE01538A"	"10K White Gold Womens Diamond Hoop Earrings 0.55 Ctw"	"These elegant womens diamond hoop earrings are crafted in 10K White Gold. The center is adorned with numerous small round cut diamonds which are H in color and SI2/SI3 in clarity. The frame measures to 7/8 Inches in length and 3/16 Inches in width. Weighing approximately 5.2 grams, these lovely womens diamond hoop earrings are ideal for an every day casual wear."	"Diamond Earring"	"/v/e/ve01538A-1.jpg"	"7/8 Inches (22 mm)"	"1.0000"	"0.55 Ctw "	""	"White"	"10K Gold"	"Micro Pave "	"1500.0000"	"500.0000"
"VE01537"	"10K Yellow Gold Womens Diamond Hoop Earrings 0.35 Ctw"	"These small womens diamond hoop earrings are crafted in 10K Yellow Gold. The center is adorned with small round cut diamonds which are H in color and SI2/SI3 in clarity. The frame measures to 5/8 Inches in length and 1/4 Inches in width. Weighing approximately 3.4 grams, these lovely womens diamond hoop earrings are ideal for an every day casual wear."	"Diamond Earring"	"/v/e/ve01537-1.jpg"	"5/8 Inches (15 mm)"	"1.0000"	"0.35 Ctw"	""	"Yellow"	"10K Gold"	"Micro Pave "	"675.0000"	"225.0000"
"STUD63A"	"14K White Gold Clarity Enhanced Diamond Solitaire Stud Earrings 1.83 Ctw"	"These lovely unisex clarity enhanced diamond solitaire stud earrings are crafted in 14K White Gold. Each earring stud is prong set with one brilliant round cut clarity enhanced diamond. The center measures to 1/4 Inches in diameter and securely locks with a screw back closure. Weighing approximately 1.5 grams, these exquisite unisex diamond earring studs are ideal for casual or special wear."	"Diamond Earring"	"/S/T/STUD63a-1.jpg"	"1/4 Inches (7 mm)"	"1.0000"	"1.83 Ctw"	""	"White"	"14K Gold"	"Prong "	"11000.0000"	"3669.0000"
"STUD63"	"14K Yellow Gold Clarity Enhanced Diamond Solitaire Stud Earrings 1.83 Ctw"	"These lovely unisex clarity enhanced diamond solitaire stud earrings are crafted in 14K Yellow Gold. Each earring stud is prong set with one brilliant round cut clarity enhanced diamond. The center measures to 1/4 Inches in diameter and securely locks with a screw back closure. Weighing approximately 1.5 grams, these exquisite unisex diamond earring studs are ideal for casual or special wear."	"Diamond Earring"	"/s/t/stud63-1.jpg"	"1/4 Inches (7 mm)"	"1.0000"	"1.83 Ctw"	""	"Yellow"	"14K Gold"	"Prong "	"14300.0000"	"4767.0000"
