sku,title,price,quantity,image1,image2,ring_size,weight,width,length,metal_type,metal_color,gemstone_type,gemstone_color,gemstone_weight,gemstone_shape,diamond_color,diamond_clarity,diamond_carat_weight,diamond_shape,center_diamond_weight,center_diamond_clarity,center_diamond_color,center_diamond_cut,description,category
P9867,"Alluring Pave Round Cut Diamond Circle Pendant in Two Tone Gold",372,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/p/9/p9867a.jpg,http://www.povada.com/media/catalog/product/p/9/p9867b.jpg,,"2.0 grams","0.42 inches","0.86 inches","14K Gold","Two Tone",,,,,G/H,SI2/SI3,0.21ct,Round,,,,,,"Pendants > Diamond Circle Pendants"
P9806,"White and Black Brilliant Pave Diamond Pendant in White Gold",867,2,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/p/9/p9806a.jpg,http://www.povada.com/media/catalog/product/p/9/p9806b.jpg,,"3.4 grams","0.5 inches","1.07 inches","14K Gold",White,,,,,G/H,SI2/SI3,0.96ct,Round,,,,,,"Pendants > Black Diamond Pendants"
R3621KL,"Sterling Silver Enamel Diamond Gemstone Ring",40,4,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/3/r3621kla.jpg,,,"5.9 grams","0.69 inches",,"Sterling Silver",White,Enamel,Pink,,,H/I,SI3/I1,0.08ct,Round,,,,,"Simply beautiful! Handcrafted in genuine 925 silver, this beautiful silver diamond fashion ring features a lovely flower design covered in shimmering round cut diamonds scattered along the frame showcasing the lovely pink enamel in the center. The color of the diamonds are H/I and the clarity is SI3/I1.Different ring sizes may be available. Please inquire for details.","Rings > Silver Gemstone Rings"
GE1734BZ,"Sterling Silver Blue Topaz Gemstone Earrings",174,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/images/catalog/product/placeholder/image.jpg,,,,0,,,White,Blue,,,,,,,,,,,,"These gorgeous earrings are just the right touch of glamour and style! Handcrafted in genuine 925 silver, these lovely silver designer earrings feature a lovely design with cubic zirconias scattered along the frame showcasing the beautiful oval shaped checkerboard cut blue topaz gemstone held in the center.","Sold Out > Sold Out Earrings"
R5029,"Sterling Silver Blue Topaz Gemstone Ring",44,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/5/r5029a.jpg,http://www.povada.com/media/catalog/product/r/5/r5029b.jpg,,"6.8 grams","0.49 inches",,"Sterling Silver",White,"Blue Topaz",Blue,4.50ct,Emerald,,,,,,,,,"Be the topic of discussion with this beautiful piece of jewelry! Handcrafted in genuine 925 silver, this stunning silver gemstone fashion ring features a beautiful design with baguette cut cubic zirconias leading up the sides of the band showcasing the vibrant emerald cut blue topaz gemstone held in the center of the frame.Different ring sizes may be available. Please inquire for details.","Rings > Silver Gemstone Rings"
RA247,"White and Black Pave Diamond Ring in White Gold",1882,2,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/a/ra247a.jpg,http://www.povada.com/media/catalog/product/r/a/ra247b.jpg,"7 (Resizable between size 6-8)","9.5 grams","0.56 inches",,"14K Gold",White,,,,,G/H,SI2/SI3,1.30ct,Round,,,,,"This bold ring boasts a look that holds vibrant beauty! Handcrafted in genuine 14k white gold, this gorgeous white and black diamond ring features a lovely swirl design going across the center in black diamonds accented by a wall of white diamonds showcasing the intricate design. The color of the diamonds are G/H and the clarity is SI2/SI3.Different ring sizes may be available. Please inquire for details.","Rings > White and Black Diamond Rings"
RA246,"Black Diamond Weave Ring in White Gold",1686,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/a/ra246a.jpg,http://www.povada.com/media/catalog/product/r/a/ra246b.jpg,"7 (Resizable between size 6-8)","8.2 grams","0.63 inches",,"14K Gold",White,,,,,G/H,SI2/SI3,1.38ct,Round,,,,,"This gorgeous ring is just the right touch of glamour for your evening look! Handcrafted in lustrous 14K white gold, this lovely white and black diamond ring features a gorgeous design covered in glittering round cut diamonds showcasing the intricate black diamond design going across the center of the diamond ring. The ring also features a nice comfort fit band. The color of the diamonds are G/H and the clarity is SI2/SI3.Different ring sizes may be available. Please inquire for details.","Rings > White and Black Diamond Rings"
BRC12415,"Black Diamond Ring in White Gold",963,2,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/b/r/brc12415a.jpg,http://www.povada.com/media/catalog/product/b/r/brc12415b.jpg,"6.5 (Resizable between size 5.5-7.5)","8.5 grams","0.7 inches",,"14K Gold",White,,,,,G/H,SI2/SI3,0.60ct,Round,,,,,"Simply lovely! Handcrafted in lustrous 14K white gold, this beautiful ring features a nice mix and match design with white and black diamonds scattered along the frame held in a pave setting. The color of the diamonds are G/H and the clarity is SI2/SI3.Different ring sizes may be available. Please inquire for details.","Rings > White and Black Diamond Rings"
BRC12407,"Black Diamond Ring in White Gold",855,3,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/b/r/brc12407a.jpg,http://www.povada.com/media/catalog/product/b/r/brc12407b.jpg,"6.5 (Resizable between size 5.5-7.5)","7.7 grams","0.68 inches",,"14K Gold",White,,,,,G/H,SI2/SI3,0.52ct,Round,,,,,"Dress yourself up with something spectacular! Handcrafted in lustrous 14k white gold, this lovely white and black diamond ring features a beautiful design covered in shimmering round cut white and black diamonds held in a pave setting. The color of the diamonds are G/H and the clarity is SI2/SI3.Different ring sizes may be available. Please inquire for details.","Rings > White and Black Diamond Rings"
RA272,"Black Diamond Cluster Fashion Ring in White Gold",2266,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/a/ra272a.jpg,http://www.povada.com/media/catalog/product/r/a/ra272b.jpg,"6.5 (Resizable between size 5.5-7.5)","9.4 grams","1.28 inches",,"14K Gold",White,,,,,G/H,SI1/SI2,1.71ct,Round,,,,,"Stand out in any crowd with this beautiful piece of jewelry! Handcrafted in lustrous 14k white gold, this lovely white and black diamond ring features a gorgeous saddle like design covered in illuminating round cut white diamonds accenting the black diamond clusters scattered along the frame. The color of the diamonds are G/H and the clarity is SI1/SI2.Different ring sizes may be available. Please inquire for details.","Rings > White and Black Diamond Rings"
S43633,"Diamond Fashion Ring in Yellow Gold",1394,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/4/s43633a.jpg,http://www.povada.com/media/catalog/product/s/4/s43633b.jpg,"7 (Resizable between size 6-8)","8.9 grams","1.2 inches",,"14K Gold",Yellow,,,,,G/H,SI2/SI3,1.48ct,Round,,,,,"The finishing touch to your look! Handcrafted in lustrous 14k yellow gold, this lovely diamond fashion ring features a beautiful saddle design covered in shimmering round cut diamonds held in a pave setting. The color of the diamonds are G/H and the clarity is SI2/SI3.Different ring sizes may be available. Please inquire for details.","Rings > Diamond Right Hand Rings"
R5306,"Vibrant Cushion Fancy Yellow and Baguette White Diamond Fashion Ring in White Gold",2955,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/5/r5306a.jpg,http://www.povada.com/media/catalog/product/r/5/r5306b.jpg,"6.5 (Resizable between size 5.5-7.5)","5.7 grams","0.27 inches",,"18K Gold",White,,,,,"G/H/Fancy Yellow",SI2/SI3,"1.73 ct","Baguette,Cushion",,,,,"Catch a lot of attention with this fabulous design! Handcrafted in lustrous 18k white gold, this beautiful diamond fashion ring features a beautiful design with baguette cut diamonds surrounding the 8 cushion cut natural yellow diamonds held in a secure prong setting. The color of the diamonds are G/H and the clarity is SI2/SI3.Different ring sizes may be available. Please inquire for details.","Rings > Fancy Colored Diamond Rings"
S41512,"Diamond Right Hand Ring in Rose Gold",982,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/4/s41512a.jpg,http://www.povada.com/media/catalog/product/s/4/s41512b.jpg,"7 (Resizable between size 6-8)","9.6 grams","0.81 inches",,"14K Gold",Rose,,,,,G/H,SI2/SI3,0.58ct,Round,,,,,"This lustrous ring will add a classic touch of style to any ensemble! Handcrafted in lustrous 14k rose gold, this lovely diamond right hand ring features a beautiful and classy design covered in shimmering round cut diamonds held in a secure prong and pave setting. The color of the diamonds are G/H and the clarity is SI2/SI3.Different ring sizes may be available. Please inquire for details.","Rings > Diamond Right Hand Rings"
R8625A,"Diamond Diamond Engagement Ring in White Gold",73238,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/8/r8625aa.jpg,http://www.povada.com/media/catalog/product/r/8/r8625ab.jpg,"7 (Resizable between size 6-8)","6.5 grams","0.49 inches",,"18K Gold",White,,,,,3.02ct,H,,VVS1,,,,,"Dress yourself up with something spectacular! Handcrafted in lustrous 18k white gold, this princess cut diamond engagement ring features a beautiful design covered in shimmering round cut diamonds leading to the uniquely cut trapeze cut diamonds showcasing the vibrant center stone. The center stone is 3.02ct princess cut diamond with H color and a clarity of VVS1.Different ring sizes may be available. Please inquire for details.","Engagement > Diamond Engagement Rings"
CR1425,"Diamond Right Hand Ring in White Gold",1806,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/r/cr1425a.jpg,http://www.povada.com/media/catalog/product/c/r/cr1425b.jpg,"6.5 (Resizable between size 5.5-7.5)","8.7 grams","0.66 inches",,"14K Gold",White,,,,,H/I,SI2/SI3,1.30ct,Round,,,,,"Dress yourself up with something spectacular! Handcrafted in lustrous 14k white gold, this beautiful diamond right hand ring features a lovely dome design covered in shimmering round cut diamonds. The ring features a lovely design that allows the dome to spin. The color of the diamonds are H/I and the clarity is SI2/SI3.Different ring sizes may be available. Please inquire for details.","Rings > Diamond Right Hand Rings"
RA388A,"White and Fancy Yellow Round Diamond Designer Ring In 14K Rose Gold",2595,2,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/a/ra388aa.jpg,,"7.5 (Resizable between size 6.5-8.5)","9.3 grams","1.68 inches",,"14K Gold",Rose,,,,,G/H,SI2/SI3,1.73ct,Round,,,,,"Dress yourself up with something spectacular! Handcrafted in lustrous 14K rose gold, this beautiful diamond right hand ring features a gorgeous weave design covered in shimmering round cut diamonds showcasing the array of natural yellow diamonds in the center of the frame held in a prong setting. The color of the diamonds are G/H and the clarity is SI2/SI3.Different ring sizes may be available. Please inquire for details.","Rings > Fancy Colored Diamond Rings"
R04132,"Diamond Fashion Cluster Ring in White Gold",3349,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/0/r04132a.jpg,http://www.povada.com/media/catalog/product/r/0/r04132b.jpg,"6.5 (Resizable between size 5.5-7.5)","5.8 grams","0.66 inches",,"18K Gold",White,,,,,G/H,SI2/SI3,1.53ct,Pear,,,,,"Be the center of attention with this outstanding piece of jewelry! Handcrafted in lustrous 18K white gold, this beautiful diamond cluster ring features a beautifully intricate design covered in shimmering round cut diamonds showcasing the cluster setting in the center made up of 5 oval cut diamonds. The color of the diamonds are G/H and the clarity is SI1/SI2.Different ring sizes may be available. Please inquire for details.","Rings > Diamond Right Hand Rings"
STR2218,"Diamond Right Hand Ring in White Gold",2678,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/t/str2218a.jpg,http://www.povada.com/media/catalog/product/s/t/str2218b.jpg,"7 (Resizable between size 6-8)","10.9 grams","0.87 inches",,"18K Gold",White,,,,,G/H,SI1/SI2,1.83ct,Round,,,,,"The finishing touch to your look! Handcrafted in lustrous 18k white gold, this dazzling diamond right hand ring features a beautiful square design covered in shimmering round cut diamonds held in a secure prong setting. The color of the diamonds are G/H and the clarity is SI1/SI2.Different ring sizes may be available. Please inquire for details.","Rings > Diamond Right Hand Rings"
R7786B,"Color Treated Brown Diamond Engagement Ring in White Gold",4229,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/7/r7786ba.jpg,http://www.povada.com/media/catalog/product/r/7/r7786bb.jpg,"7 (Resizable between size 6-8)","4.8 grams","0.53 inches",,"14K Gold",White,,,,,2.56ct,Brown,,SI2,,,,,"Be the center of attention with this outstanding piece of jewelry! Handcrafted in lustrous 14K white gold, this beautiful diamond engagement ring features a lovely design covered in shimmering baguette and round cut diamonds showcasing the color treated brown diamond engagement ring. The color of the diamonds are G/H and the clarity is SI2/SI3.Different ring sizes may be available. Please inquire for details.","Engagement > Diamond Engagement Rings"
CR1016P,"Yellow Diamond Engagement Ring in White Gold",6196,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/r/cr1016pa.jpg,http://www.povada.com/media/catalog/product/c/r/cr1016pb.jpg,"7 (Resizable between size 6-8)","5.7 grams","0.4 inches",,"14K Gold",White,,,,,1.37ct,"Faint Yellow",,SI2,,,,,"Dress yourself up with something spectacular! Handcrafted in lustrous 14k white gold, this lovely diamond engagement ring features a beautiful design covered in dazzling round cut diamonds cascading down the band of the ring showcasing the beautiful princess cut yellow diamond in the center of the frame. The color of the diamonds are G/H and the clarity is SI2/SI3.Different ring sizes may be available. Please inquire for details.","Engagement > Diamond Engagement Rings"
R3836E,"Platinum Diamond Engagement Ring",2766,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/3/r3836ea.jpg,http://www.povada.com/media/catalog/product/r/3/r3836eb.jpg,"7 (Resizable between size 6-8)","7.0 grams","0.28 inches",,Platinum,White,,,,,0.54ct,H,,SI2,,,,,"This stylish design will make great for any occasion! Handcrafted in lustrous platinum, this diamond engagement ring features a lovely design with 2 baguette cut diamonds embracing the round cut diamonds. The center stone is a 0.54ct round cut diamond. The color of the diamonds are G/H and the clarity is SI2/SI3.Different ring sizes may be available. Please inquire for details.","Engagement > Diamond Engagement Rings"
RA243B,"Diamond Fashion Ring in White Gold",1181,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/a/ra243ba.jpg,http://www.povada.com/media/catalog/product/r/a/ra243bb.jpg,"7 (Resizable between size 6-8)","6.0 grams","0.96 inches",,"14K Gold",White,,,,,G/H,SI2/SI3,0.80ct,Round,,,,,"Enhance your personal style with this attractive ring! Handcrafted in lustrous 14k white gold, this beautiful diamond fashion ring features a beautiful and intricate design covered in dazzling round cut diamonds held in a pave setting. The color of the diamonds are G/H and the clarity is SI2/SI3.Different ring sizes may be available. Please inquire for details.","Rings > Diamond Right Hand Rings"
SR11838A,"Diamond Fashion Ring in White Gold",1595,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/r/sr11838aa.jpg,http://www.povada.com/media/catalog/product/s/r/sr11838ab.jpg,"6.5 (Resizable between size 5.5-7.5)","4.6 grams","0.27 inches",,"14K Gold",White,,,,,G/H,SI2/SI3,1.38ct,Baguette,,,,,"Dress yourself up with something spectacular! Handcrafted in lustrous 14k white gold, this beautiful diamond fashion ring features a simple yet lovely design covered in dazzling baguette cut diamonds. The color of the diamonds are G/H and the clarity is SI2/SI3.Different ring sizes may be available. Please inquire for details.","Rings > Diamond Right Hand Rings"
